num_ids,delay_ns,delay_us,fidelity,N_qubits,T1_ns,T2_ns,ID_duration_ns
0,0.0,0.000,1.000000,1,193,36,35.5
1,35.5,0.035,0.831250,1,193,36,35.5
2,71.0,0.071,0.696250,1,193,36,35.5
3,106.5,0.106,0.564500,1,193,36,35.5
4,142.0,0.142,0.478750,1,193,36,35.5
5,177.5,0.177,0.400750,1,193,36,35.5
