Run,Workload,SQM_Fidelity,SWAP_Fidelity,Difference,Percent_Diff,SQM_Qubits,SWAP_Qubits
1,Workload 1 0 instructions,0.973,0.99175,-0.018750000000000044,-1.8905974287875014,N/A,N/A
2,Workload 2 1 instructions,0.804,0.8295,-0.025499999999999967,-3.0741410488245893,N/A,N/A
3,Workload 3 3 instructions,0.62925,0.681,-0.051750000000000074,-7.599118942731288,N/A,N/A
4,Workload 4 4 instructions,0.5475,0.588,-0.04049999999999998,-6.8877551020408125,N/A,N/A
5,Workload 5 5 instructions,0.50625,0.53225,-0.026000000000000023,-4.884922498825744,N/A,N/A
6,Workload 6 6 instructions,0.441,0.52025,-0.07924999999999999,-15.233061028351752,N/A,N/A
7,Workload 7 7 instructions,0.40475,0.4755,-0.07074999999999998,-14.879074658254465,N/A,N/A
