Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.8150,N/A,1,1,10,94500,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.8150,N/A,1,1,10,94500,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.6440,N/A,1,1,10,94500,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_80,READ_0"
3,SQM (Real Timing - Calibrated),0.6450,N/A,1,1,10,94500,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_80,READ_0"
1,SWAP Compiler (Baseline),0.4060,N/A,1,1,10,94500,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_160,READ_0"
3,SQM (Real Timing - Calibrated),0.4340,N/A,1,1,10,94500,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_160,READ_0"
1,SWAP Compiler (Baseline),0.2230,N/A,1,1,10,94500,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_320,READ_0"
3,SQM (Real Timing - Calibrated),0.2430,N/A,1,1,10,94500,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_320,READ_0"
1,SWAP Compiler (Baseline),0.1120,N/A,1,1,10,94500,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_500,READ_0"
3,SQM (Real Timing - Calibrated),0.2570,N/A,1,1,10,94500,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_500,READ_0"
