Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.8380,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_40
3,SQM (Real Timing - Calibrated),0.8120,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_40
1,SWAP Compiler (Baseline),0.7000,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_80
3,SQM (Real Timing - Calibrated),0.6640,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_80
1,SWAP Compiler (Baseline),0.4850,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_160
3,SQM (Real Timing - Calibrated),0.4250,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_160
1,SWAP Compiler (Baseline),0.2410,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_320
3,SQM (Real Timing - Calibrated),0.2210,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_320
1,SWAP Compiler (Baseline),0.7530,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.3000,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_40,READ_0"
