Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.7430,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_20,WRITE_0,IDLE_20,READ_0"
3,SQM (Real Timing - Calibrated),0.7140,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_20,WRITE_0,IDLE_20,READ_0"
1,SWAP Compiler (Baseline),0.6090,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_40,WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.5980,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_40,WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.5470,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_50,WRITE_0,IDLE_50,READ_0"
3,SQM (Real Timing - Calibrated),0.5330,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_50,WRITE_0,IDLE_50,READ_0"
1,SWAP Compiler (Baseline),0.5230,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_60,WRITE_0,IDLE_60,READ_0"
3,SQM (Real Timing - Calibrated),0.4740,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_60,WRITE_0,IDLE_60,READ_0"
1,SWAP Compiler (Baseline),0.4690,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_80,WRITE_0,IDLE_80,READ_0"
3,SQM (Real Timing - Calibrated),0.4370,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_80,WRITE_0,IDLE_80,READ_0"
1,SWAP Compiler (Baseline),0.8140,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_20,WRITE_0,IDLE_10,READ_0"
3,SQM (Real Timing - Calibrated),0.7380,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_20,WRITE_0,IDLE_10,READ_0"
1,SWAP Compiler (Baseline),0.6620,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_40,WRITE_0,IDLE_20,READ_0"
3,SQM (Real Timing - Calibrated),0.6240,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_40,WRITE_0,IDLE_20,READ_0"
1,SWAP Compiler (Baseline),0.5820,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_60,WRITE_0,IDLE_30,READ_0"
3,SQM (Real Timing - Calibrated),0.5320,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_60,WRITE_0,IDLE_30,READ_0"
1,SWAP Compiler (Baseline),0.5090,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_80,WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.4520,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_80,WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.4240,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_100,WRITE_0,IDLE_50,READ_0"
3,SQM (Real Timing - Calibrated),0.4080,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_100,WRITE_0,IDLE_50,READ_0"
