Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.8830,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,WRITE_0,IDLE_20,READ_0"
3,SQM (Real Timing - Calibrated),0.7990,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,WRITE_0,IDLE_20,READ_0"
1,SWAP Compiler (Baseline),0.7560,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.7080,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.6400,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,WRITE_0,IDLE_60,READ_0"
3,SQM (Real Timing - Calibrated),0.6070,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,WRITE_0,IDLE_60,READ_0"
1,SWAP Compiler (Baseline),0.5270,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,WRITE_0,IDLE_80,READ_0"
3,SQM (Real Timing - Calibrated),0.5210,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,WRITE_0,IDLE_80,READ_0"
1,SWAP Compiler (Baseline),0.5220,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,WRITE_0,IDLE_100,READ_0"
3,SQM (Real Timing - Calibrated),0.4880,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,WRITE_0,IDLE_100,READ_0"
1,SWAP Compiler (Baseline),0.8010,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_10,WRITE_0,IDLE_20,READ_0"
3,SQM (Real Timing - Calibrated),0.7540,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_10,WRITE_0,IDLE_20,READ_0"
1,SWAP Compiler (Baseline),0.6690,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_20,WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.6390,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_20,WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.5560,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_30,WRITE_0,IDLE_60,READ_0"
3,SQM (Real Timing - Calibrated),0.4840,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_30,WRITE_0,IDLE_60,READ_0"
1,SWAP Compiler (Baseline),0.4350,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_40,WRITE_0,IDLE_80,READ_0"
3,SQM (Real Timing - Calibrated),0.4780,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_40,WRITE_0,IDLE_80,READ_0"
1,SWAP Compiler (Baseline),0.3920,N/A,1,1,2,20000000,1000,1,"Static decoherence, no refresh","READ_0,IDLE_50,WRITE_0,IDLE_100,READ_0"
3,SQM (Real Timing - Calibrated),0.4300,N/A,1,1,2,20000000,1000,1,Backend-calibrated timing,"READ_0,IDLE_50,WRITE_0,IDLE_100,READ_0"
