Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.8930,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_40
3,SQM (Real Timing - Calibrated),0.7970,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_40
1,SWAP Compiler (Baseline),0.7500,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_80
3,SQM (Real Timing - Calibrated),0.7310,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_80
1,SWAP Compiler (Baseline),0.5920,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_160
3,SQM (Real Timing - Calibrated),0.5790,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_160
1,SWAP Compiler (Baseline),0.2930,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh",IDLE_320
3,SQM (Real Timing - Calibrated),0.2580,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,IDLE_320
1,SWAP Compiler (Baseline),0.8220,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_40,READ_0"
3,SQM (Real Timing - Calibrated),0.7120,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_40,READ_0"
1,SWAP Compiler (Baseline),0.6800,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_80,READ_0"
3,SQM (Real Timing - Calibrated),0.5820,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_80,READ_0"
1,SWAP Compiler (Baseline),0.5160,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_160,READ_0"
3,SQM (Real Timing - Calibrated),0.3740,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_160,READ_0"
1,SWAP Compiler (Baseline),0.2990,N/A,1,1,3,47250,1000,1,"Static decoherence, no refresh","WRITE_0,IDLE_320,READ_0"
3,SQM (Real Timing - Calibrated),0.3250,N/A,1,1,3,47250,1000,1,Backend-calibrated timing,"WRITE_0,IDLE_320,READ_0"
