Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.9473,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6738,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9580,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6279,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9346,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5215,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9297,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5166,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9258,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.4941,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
