Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.9912,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.7158,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9824,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6494,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9756,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5850,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9648,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6885,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9609,N/A,1,1,1,1000000,1024,0,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6504,N/A,1,1,1,1000000,1024,0,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
