Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.8975,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5850,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.8652,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5596,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.8701,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6523,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.8076,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6406,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.8076,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.5283,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
