Scenario,Configuration,Fidelity,Job_ID,R,N,C_Max,T_Max_ns,Shots,Initial_State,Notes,Workload
1,SWAP Compiler (Baseline),0.9746,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.9668,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9551,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.7393,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9482,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.7539,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9209,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6826,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
1,SWAP Compiler (Baseline),0.9004,N/A,1,1,2,1000000,1024,1,"Static decoherence, no refresh","READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
3,SQM (Real Timing - Calibrated),0.6719,N/A,1,1,2,1000000,1024,1,Backend-calibrated timing,"READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0,READ_0,READ_0,WRITE_0,READ_0"
