"Qubit","T1 (us)","T2 (us)","Readout assignment error","Init error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"76","129.27029650553345","59.1271977469503","0.0599365234375","0.0032397283407697153","0.07666015625","0.043212890625","2180","0.000522971357969915","32","0.000522971357969915","0","0.000522971357969915","0.000522971357969915","81:0.004541640623669185;61:0.00243578208763387","81:68;61:68","81:0.0020527884616143854;61:0.0022928131788644557","0.0599365234375","0.036376953125","Yes"
"77","229.8704131610221","270.4526039450863","0.0106201171875","0.006865394739215626","0.0107421875","0.010498046875","2180","0.000168729122516232","32","0.000168729122516232","0","0.000168729122516232","0.000168729122516232","85:0.005477257077405706;65:0.005369628482603278","85:68;65:68","85:0.004694287733610081;65:0.003341598919273797","0.0106201171875","0.00830078125","Yes"
"78","163.48385719522776","27.788286929126112","0.0230712890625","","0.02734375","0.018798828125","2180","0.0001758611231580509","32","0.0001758611231580509","0","0.0001758611231580509","0.0001758611231580509","69:0.004428494089181667;89:0.0019427914969715465","69:68;89:68","69:0.00276505772426508;89:0.0026340648051463023","0.0230712890625","0.02880859375","Yes"
"79","356.5377904640189","81.80767015044268","0.007080078125","0.0021632168789585873","0.010009765625","0.004150390625","2180","0.00014113430490798873","32","0.00014113430490798873","0","0.00014113430490798873","0.00014113430490798873","93:0.0011416881811396051;73:0.0011920226571086046","93:68;73:68","93:0.0012737247814869068;73:0.0012233900553407784","0.007080078125","0.00634765625","Yes"
"80","266.27204054495684","290.55982005668073","0.04541015625","","0.0341796875","0.056640625","2180","0.0002488183575876879","32","0.0002488183575876879","0","0.0002488183575876879","0.0002488183575876879","81:0.0013280563638132237","81:68","81:0.0015395173282894137","0.04541015625","0.498779296875","Yes"
"81","286.79300372240573","284.90033063560287","0.009033203125","0.0038283100072619915","0.011474609375","0.006591796875","2180","0.0002720571831366346","32","0.0002720571831366346","0","0.0002720571831366346","0.0002720571831366346","80:0.0013280563638132237;82:0.0009862544428408115;76:0.004541640623669185","80:68;82:68;76:68","80:0.0015395173282894137;82:0.001335321474729756;76:0.0020527884616143854","0.009033203125","0.027099609375","Yes"
"82","190.2134172328865","255.64456105085088","0.00537109375","0.001038220272743391","0.007568359375","0.003173828125","2180","0.00023688332085224184","32","0.00023688332085224184","0","0.00023688332085224184","0.00023688332085224184","81:0.0009862544428408115;83:0.0008781466602065524","81:68;83:68","81:0.001335321474729756;83:0.000930827030012904","0.00537109375","0.083251953125","Yes"
"83","312.886199658872","225.9211074117416","0.015380859375","","0.026611328125","0.004150390625","2180","0.0001432218599363955","32","0.0001432218599363955","0","0.0001432218599363955","0.0001432218599363955","96:0.0013883833076550334;82:0.0008781466602065524;84:0.0019153415150731934","96:68;82:68;84:68","96:0.0013415449251272804;82:0.000930827030012904;84:0.0023081913957979927","0.015380859375","0.041748046875","Yes"
"84","149.1722093452666","48.52488697326444","0.0140380859375","0.007753415224280245","0.0078125","0.01025390625","2180","0.0006289066698067225","32","0.0006289066698067225","0","0.0006289066698067225","0.0006289066698067225","83:0.0019153415150731934;85:0.03599635832170961","83:68;85:68","83:0.0023081913957979927;85:0.0267272530428177","0.0140380859375","0.009521484375","Yes"
"85","165.01402465852755","97.84744234858213","0.009521484375","0.004199994255384696","0.01318359375","0.005859375","2180","0.001022673252753874","32","0.001022673252753874","0","0.001022673252753874","0.001022673252753874","77:0.005477257077405706;86:0.03970582999660019;84:0.03599635832170961","77:68;86:68;84:68","77:0.004694287733610081;86:0.020942332202112057;84:0.0267272530428177","0.009521484375","0.2099609375","Yes"
"86","115.46086534774727","23.548033306938482","0.010986328125","0.003927195882924008","0.010986328125","0.010986328125","2180","0.0002748009325972435","32","0.0002748009325972435","0","0.0002748009325972435","0.0002748009325972435","85:0.03970582999660019;87:0.034634655337092785","85:68;87:68","85:0.020942332202112057;87:0.01652274379671831","0.010986328125","0.00634765625","Yes"
"87","83.00440716407154","49.516954010876574","0.0101318359375","0.0012010065305513855","0.013671875","0.006591796875","2180","0.0002797058938789205","32","0.0002797058938789205","0","0.0002797058938789205","0.0002797058938789205","86:0.034634655337092785;88:0.0017817378296356157;97:0.0014916089375378028","86:68;88:68;97:68","86:0.01652274379671831;88:0.0036395256227535477;97:0.0020117100673868737","0.0101318359375","0.01513671875","Yes"
"88","232.21717720350472","20.94738558697264","0.004150390625","0.0006000296738262452","0.00537109375","0.0029296875","2180","0.00021243343206807142","32","0.00021243343206807142","0","0.00021243343206807142","0.00021243343206807142","87:0.0017817378296356157;89:0.0025690926399262737","87:68;89:68","87:0.0036395256227535477;89:0.0019004840740718676","0.004150390625","0.014892578125","Yes"
"89","293.2676079684183","173.4765412485938","0.0057373046875","0.0006638546299415578","0.01025390625","0.001220703125","2180","0.0003392526564437112","32","0.0003392526564437112","0","0.0003392526564437112","0.0003392526564437112","90:0.0012591758130077735;88:0.0025690926399262737;78:0.0019427914969715465","90:68;88:68;78:68","90:0.0029503641638951306;88:0.0019004840740718676;78:0.0026340648051463023","0.0057373046875","0.002685546875","Yes"
"90","211.2026846016401","212.35815093043846","0.0211181640625","0.0020000966800380318","0.040771484375","0.00146484375","2180","0.00019771689549073987","32","0.00019771689549073987","0","0.00019771689549073987","0.00019771689549073987","89:0.0012591758130077735;91:0.0021375356997407613","89:68;91:68","89:0.0029503641638951306;91:0.002152676265378989","0.0211181640625","0.00390625","Yes"
"91","228.03731203035534","110.22004736684028","0.0047607421875","0.00040061695180308477","0.00732421875","0.002197265625","2180","0.000269621951784679","32","0.000269621951784679","0","0.000269621951784679","0.000269621951784679","98:0.0020287050038589882;90:0.0021375356997407613;92:0.001711010765190174","98:68;90:68;92:68","98:0.0014470508251834824;90:0.002152676265378989;92:0.0012543484032320196","0.0047607421875","0.0068359375","Yes"
"92","228.17034319494485","250.2523352441775","0.0185546875","","0.022216796875","0.014892578125","2180","0.000571176778717766","32","0.000571176778717766","0","0.000571176778717766","0.000571176778717766","91:0.001711010765190174;93:0.0013062627654123748","91:68;93:68","91:0.0012543484032320196;93:0.0012638708649829744","0.0185546875","0.05322265625","Yes"
"93","264.45044699829384","120.0178182398758","0.0040283203125","0.0018913168704542366","0.00634765625","0.001708984375","2180","0.0002647345955870693","32","0.0002647345955870693","0","0.0002647345955870693","0.0002647345955870693","94:0.0012110504218218743;79:0.0011416881811396051;92:0.0013062627654123748","94:68;79:68;92:68","94:0.0013489612000696927;79:0.0012737247814869068;92:0.0012638708649829744","0.0040283203125","0.0263671875","Yes"
"94","277.3473659840496","209.20338393787824","0.0078125","0.000042398254263695015","0.0107421875","0.0048828125","2180","0.0001143336681165198","32","0.0001143336681165198","0","0.0001143336681165198","0.0001143336681165198","93:0.0012110504218218743;95:0.0011996629061337971","93:68;95:68","93:0.0013489612000696927;95:0.0011073159820018386","0.0078125","0.01025390625","Yes"
"95","368.53323086582265","504.30622278457","0.00634765625","0.003000615723895687","0.005859375","0.0068359375","2180","0.00034916403462731724","32","0.00034916403462731724","0","0.00034916403462731724","0.00034916403462731724","99:0.0028168176342017737;94:0.0011996629061337971","99:68;94:68","99:0.011678290399915414;94:0.0011073159820018386","0.00634765625","0.002685546875","Yes"
"96","223.75381288404787","156.4529508171989","0.01025390625","0.007275969644269575","0.012939453125","0.007568359375","2180","0.00014723415096202112","32","0.00014723415096202112","0","0.00014723415096202112","0.00014723415096202112","83:0.0013883833076550334;103:0.0013648748834633184","83:68;103:68","83:0.0013415449251272804;103:0.0012191579578810507","0.01025390625","0.051025390625","Yes"
"97","165.36573994969226","61.99934262343493","0.011474609375","0.005488040691116828","0.010498046875","0.012451171875","2180","0.00018055995171704643","32","0.00018055995171704643","0","0.00018055995171704643","0.00018055995171704643","87:0.0014916089375378028;107:0.002029085492082666","87:68;107:68","87:0.0020117100673868737;107:0.0014967904994742376","0.011474609375","0.0087890625","Yes"
"98","216.81145905759627","63.927376919157766","0.0081787109375","0.003521258300651977","0.009033203125","0.00732421875","2180","0.00018356846167593641","32","0.00018356846167593641","0","0.00018356846167593641","0.00018356846167593641","91:0.0020287050038589882;111:0.002589066676697921","91:68;111:68","91:0.0014470508251834824;111:0.0013659068113714423","0.0081787109375","0.045166015625","Yes"
"99","113.61353380954198","121.93112080060213","0.0792236328125","","0.099853515625","0.05859375","2180","0.0005962280425533175","32","0.0005962280425533175","0","0.0005962280425533175","0.0005962280425533175","115:0.005350741215652183;95:0.0028168176342017737","115:68;95:68","115:0.010662461873487378;95:0.011678290399915414","0.0792236328125","0.08984375","Yes"
"100","191.13273411620452","180.2834741447805","0.0218505859375","0.00888467152745478","0.019287109375","0.0244140625","2180","0.00026854365829322494","32","0.00026854365829322494","0","0.00026854365829322494","0.00026854365829322494","101:0.0017079226683982263","101:68","101:0.0015174431853985093","0.0218505859375","0.029296875","Yes"
"101","343.3239863357369","229.27724208992356","0.0123291015625","0.0011106356188744176","0.0283203125","0.00341796875","2180","0.00012051711531736288","32","0.00012051711531736288","0","0.00012051711531736288","0.00012051711531736288","100:0.0017079226683982263;116:0.0013496063980272532;102:0.00159012889759777","100:68;116:68;102:68","100:0.0015174431853985093;116:0.0011147427601319038;102:0.0016169376535650204","0.0123291015625","0.070556640625","Yes"
"102","237.72766332108662","238.7602142725644","0.029541015625","0.02330974202995656","0.030517578125","0.028564453125","2180","0.0002186099580589357","32","0.0002186099580589357","0","0.0002186099580589357","0.0002186099580589357","101:0.00159012889759777;103:0.011329035763749523","101:68;103:68","101:0.0016169376535650204;103:0.005673870756641219","0.029541015625","0.05126953125","Yes"
"103","374.31421676943364","112.12652121138824","0.0281982421875","0.013260863191751161","0.01904296875","0.037353515625","2180","0.00025708436105658777","32","0.00025708436105658777","0","0.00025708436105658777","0.00025708436105658777","104:0.0018891759641842254;96:0.0013648748834633184;102:0.011329035763749523","104:68;96:68;102:68","104:0.0020597643746130545;96:0.0012191579578810507;102:0.005673870756641219","0.0281982421875","0.020751953125","Yes"
"104","234.05159273402546","389.17735741909223","0.00341796875","0.0002","0.005859375","0.0009765625","2180","0.0012538339697321533","32","0.0012538339697321533","0","0.0012538339697321533","0.0012538339697321533","103:0.0018891759641842254;105:0.0011709637083645308","103:68;105:68","103:0.0020597643746130545;105:0.0023751425711764362","0.00341796875","0.009521484375","Yes"
"105","222.84168925129202","204.46182968739498","0.00439453125","0.0014002691805436087","0.007568359375","0.001220703125","2180","0.0002087263663141808","32","0.0002087263663141808","0","0.0002087263663141808","0.0002087263663141808","104:0.0011709637083645308;106:0.001456451304543166;117:0.0009632463062974883","104:68;106:68;117:68","104:0.0023751425711764362;106:0.001406785104490521;117:0.0014332380176544646","0.00439453125","0.00537109375","Yes"
"106","127.00805969502254","162.47294479732346","0.0242919921875","0.01233086081187565","0.022216796875","0.0263671875","2180","0.00033691732843175597","32","0.00033691732843175597","0","0.00033691732843175597","0.00033691732843175597","107:0.002408968829256092;105:0.001456451304543166","107:68;105:68","107:0.0015679922563692772;105:0.001406785104490521","0.0242919921875","0.015625","Yes"
"107","340.1579822012164","287.58453141764335","0.0177001953125","0.004600158035013301","0.026611328125","0.0087890625","2180","0.0002526428005609404","32","0.0002526428005609404","0","0.0002526428005609404","0.0002526428005609404","106:0.002408968829256092;108:0.0022481263269790996;97:0.002029085492082666","106:68;108:68;97:68","106:0.0015679922563692772;108:0.0015308319774211543;97:0.0014967904994742376","0.0177001953125","0.009033203125","Yes"
"108","205.77237879288467","170.8954887378245","0.0103759765625","0.004643516915516132","0.01025390625","0.010498046875","2180","0.00031584962559978995","32","0.00031584962559978995","0","0.00031584962559978995","0.00031584962559978995","107:0.0022481263269790996;109:0.0013864405095662113","107:68;109:68","107:0.0015308319774211543;109:0.0011724491501148848","0.0103759765625","0.009033203125","Yes"
"109","272.96331282443987","245.83551724060686","0.0020751953125","0.0004944736804257741","0.004150390625","0","2180","0.00020716063878103484","32","0.00020716063878103484","0","0.00020716063878103484","0.00020716063878103484","108:0.0013864405095662113;110:0.0017647308542861895;118:0.0021983716666235387","108:68;110:68;118:68","108:0.0011724491501148848;110:0.0013674737866591347;118:0.0021030135618970436","0.0020751953125","0.00146484375","Yes"
"110","172.73086409877072","139.3493679189952","0.005615234375","0.0009767605123595802","0.010498046875","0.000732421875","2180","0.0005157428251356189","32","0.0005157428251356189","0","0.0005157428251356189","0.0005157428251356189","109:0.0017647308542861895;111:0.0018370988092159535","109:68;111:68","109:0.0013674737866591347;111:0.001618394544523144","0.005615234375","0.005859375","Yes"
"111","326.67713640756165","213.96457683627656","0.009033203125","0.002960961748689133","0.010498046875","0.007568359375","2180","0.00024031224585957823","32","0.00024031224585957823","0","0.00024031224585957823","0.00024031224585957823","112:0.1534264023703745;110:0.0018370988092159535;98:0.002589066676697921","112:68;110:68;98:68","110:0.001618394544523144;98:0.0013659068113714423","0.009033203125","0.023193359375","Yes"
"112","224.124946917084","210.75473014838687","0.0489501953125","","0.07080078125","0.027099609375","2180","0.004759089172904596","32","0.004759089172904596","0","0.004759089172904596","0.004759089172904596","111:0.1534264023703745","111:68;113:68","","0.0489501953125","0.054443359375","Yes"
"113","190.12763235583998","114.31008156803823","0.170654296875","","0.218505859375","0.122802734375","2180","","32","","0","","","119:0.0051887397216435205;114:0.001757583463121104","119:68;112:68;114:68","119:0.0028712340471894193;114:0.005273738073438672","0.170654296875","0.187744140625","Yes"
"114","223.28158276488006","32.012896102697596","0.014892578125","","0.01806640625","0.01171875","2180","0.0002377292643515728","32","0.0002377292643515728","0","0.0002377292643515728","0.0002377292643515728","115:0.005395113132814822;113:0.001757583463121104","115:68;113:68","115:0.0035376888112092775;113:0.005273738073438672","0.014892578125","0.00927734375","Yes"
"115","316.9208114519813","14.982303536534985","0.0089111328125","","0.012451171875","0.00537109375","2180","0.00023423465693531815","32","0.00023423465693531815","0","0.00023423465693531815","0.00023423465693531815","99:0.005350741215652183;114:0.005395113132814822","99:68;114:68","99:0.010662461873487378;114:0.0035376888112092775","0.0089111328125","0.0078125","Yes"
"116","207.33824105052716","195.11021702567004","0.031005859375","","0.027587890625","0.034423828125","2180","0.0002894160879276615","32","0.0002894160879276615","0","0.0002894160879276615","0.0002894160879276615","101:0.0013496063980272532;121:0.08153381763489925","101:68;121:68","101:0.0011147427601319038;121:0.037378523729141105","0.031005859375","0.079833984375","Yes"
"117","275.60592653081324","224.39765991386645","0.0048828125","0.0012128098081398944","0.008544921875","0.001220703125","2180","0.00023610059561454514","32","0.00023610059561454514","0","0.00023610059561454514","0.00023610059561454514","105:0.0009632463062974883;125:0.0017142586362725032","105:68;125:68","105:0.0014332380176544646;125:0.0011566522569113613","0.0048828125","0.0029296875","Yes"
"118","140.6919506493059","107.86076453970725","0.0084228515625","0.003004559111575087","0.0078125","0.006103515625","2180","0.00019125267680318545","32","0.00019125267680318545","0","0.00019125267680318545","0.00019125267680318545","109:0.0021983716666235387;129:0.0015903653277652141","109:68;129:68","109:0.0021030135618970436;129:0.0015461995055103817","0.0084228515625","0.00537109375","Yes"
"119","235.71782174238683","229.1283184793032","0.0145263671875","","0.01513671875","0.013916015625","2180","0.0006244133899449091","32","0.0006244133899449091","0","0.0006244133899449091","0.0006244133899449091","113:0.0051887397216435205;133:0.03603321863608164","113:68;133:68","113:0.0028712340471894193;133:0.04202781604185257","0.0145263671875","0.012939453125","Yes"
"120","218.58263181500433","138.07327801162847","0.2066650390625","","0.35888671875","0.054443359375","2180","0.035736284069428095","32","0.035736284069428095","0","0.035736284069428095","0.035736284069428095","121:0.09585081693926384","121:68","","0.2066650390625","0.42529296875","Yes"
"121","12.023958560752579","25.636631187774977","0.2156982421875","","0.271728515625","0.15966796875","2180","","32","","0","","","120:0.09585081693926384;122:0.06847744716954213;116:0.08153381763489925","120:68;122:68;116:68","122:0.04420061008584697;116:0.037378523729141105","0.2156982421875","0.256103515625","Yes"
"122","193.84752601073734","186.5733657055112","0.0118408203125","0.006795371686667887","0.013427734375","0.01025390625","2180","0.00018505930107979242","32","0.00018505930107979242","0","0.00018505930107979242","0.00018505930107979242","121:0.06847744716954213;123:0.001446276020375753","121:68;123:68","121:0.04420061008584697;123:0.0015197838307675349","0.0118408203125","0.008544921875","Yes"
"123","158.68867311038488","26.521025026778542","0.0086669921875","0.001022515761851095","0.01220703125","0.005126953125","2180","0.00020306330444876708","32","0.00020306330444876708","0","0.00020306330444876708","0.00020306330444876708","136:0.0020842601208509726;124:0.0014628223251758887;122:0.001446276020375753","136:68;124:68;122:68","136:0.0019338992158997315;124:0.0016388270592749554;122:0.0015197838307675349","0.0086669921875","0.00830078125","Yes"
"124","252.4601841710614","156.06721228387903","0.0042724609375","0.00020614540259740943","0.006103515625","0.00244140625","2180","0.00040972430869798426","32","0.00040972430869798426","0","0.00040972430869798426","0.00040972430869798426","123:0.0014628223251758887;125:0.0016533054751268483","123:68;125:68","123:0.0016388270592749554;125:0.0009346042595662907","0.0042724609375","0.005126953125","Yes"
"125","178.97657617179414","231.6679672492214","0.0897216796875","","0.062744140625","0.11669921875","2180","0.0004488203102096138","32","0.0004488203102096138","0","0.0004488203102096138","0.0004488203102096138","117:0.0017142586362725032;124:0.0016533054751268483;126:0.0014685799523295184","117:68;124:68;126:68","117:0.0011566522569113613;124:0.0009346042595662907;126:0.0010231139016732005","0.0897216796875","0.092529296875","Yes"
"126","214.32342279073688","282.35326442552304","0.0052490234375","0.0012022399745758485","0.00732421875","0.003173828125","2180","0.00030344796088255114","32","0.00030344796088255114","0","0.00030344796088255114","0.00030344796088255114","127:0.0012208966858190118;125:0.0014685799523295184","127:68;125:68","127:0.0009834094456891151;125:0.0010231139016732005","0.0052490234375","0.005126953125","Yes"
"127","277.7251544422926","247.05444104956695","0.084228515625","","0.059814453125","0.108642578125","2180","0.0004418100612550566","32","0.0004418100612550566","0","0.0004418100612550566","0.0004418100612550566","126:0.0012208966858190118;128:0.0020695560436913563;137:0.0014799653050353856","126:68;128:68;137:68","126:0.0009834094456891151;128:0.0014555201703978782;137:0.0013053696902786127","0.084228515625","0.13037109375","Yes"
"128","182.88700694330527","52.63439427989621","0.004638671875","0.0012016769425327424","0.006591796875","0.002685546875","2180","0.00024300985870469836","32","0.00024300985870469836","0","0.00024300985870469836","0.00024300985870469836","127:0.0020695560436913563;129:0.0018135046617128725","127:68;129:68","127:0.0014555201703978782;129:0.0019264617437706466","0.004638671875","0.004150390625","Yes"
"129","261.93759990154064","141.97890921974866","0.00390625","0.00020016215130367007","0.00732421875","0.00048828125","2180","0.00028112189875402515","32","0.00028112189875402515","0","0.00028112189875402515","0.00028112189875402515","130:0.004260812533663116;128:0.0018135046617128725;118:0.0015903653277652141","130:68;128:68;118:68","130:0.004988986093587555;128:0.0019264617437706466;118:0.0015461995055103817","0.00390625","0.027587890625","Yes"
"130","181.60674578531027","156.45061146455615","0.024169921875","0.000615249284808438","0.046630859375","0.001708984375","2180","0.00021642448871257144","32","0.00021642448871257144","0","0.00021642448871257144","0.00021642448871257144","129:0.004260812533663116","129:68;131:68","129:0.004988986093587555","0.024169921875","0.023193359375","Yes"
"131","52.65486787932039","81.94077668722994","0.0572509765625","","0.067626953125","0.046875","2180","0.04452371085805269","32","0.04452371085805269","0","0.04452371085805269","0.04452371085805269","138:0.023865378900944006;132:0.022018717919491948","138:68;130:68;132:68","138:0.017432990929011405;132:0.019586209736519533","0.0572509765625","0.1337890625","Yes"
"132","261.41124349272616","230.02835557747403","0.00830078125","0.0021090099373931616","0.01318359375","0.00341796875","2180","0.00034469616679511393","32","0.00034469616679511393","0","0.00034469616679511393","0.00034469616679511393","133:0.001817404146573387;131:0.022018717919491948","133:68;131:68","133:0.0014974784352898007;131:0.019586209736519533","0.00830078125","0.008056640625","Yes"
"133","269.5684401660045","145.8025897843289","0.0042724609375","0.001208831404621635","0.0078125","0.000732421875","2180","0.0003207128162176561","32","0.0003207128162176561","0","0.0003207128162176561","0.0003207128162176561","132:0.001817404146573387;134:0.0021300878187762162;119:0.03603321863608164","132:68;134:68;119:68","132:0.0014974784352898007;134:0.001640678825103381;119:0.04202781604185257","0.0042724609375","0.013427734375","Yes"
"134","311.1314185958647","273.1682073776406","0.011474609375","0.001000033883718019","0.020263671875","0.002685546875","2180","0.0002563992941200825","32","0.0002563992941200825","0","0.0002563992941200825","0.0002563992941200825","133:0.0021300878187762162;135:0.0021955994353047015","133:68;135:68","133:0.001640678825103381;135:0.002074541627510057","0.011474609375","0.006103515625","Yes"
"135","132.20661849583402","138.14089450636263","0.0091552734375","0.0013365166757153693","0.01611328125","0.003173828125","2180","0.000573471023987051","32","0.000573471023987051","0","0.000573471023987051","0.000573471023987051","134:0.0021955994353047015;139:0.001889362586022375","134:68;139:68","134:0.002074541627510057;139:0.006687678147702769","0.0091552734375","0.015380859375","Yes"
"136","187.59803379624262","251.02494737258334","0.0076904296875","0.0016048288023135298","0.01123046875","0.004150390625","2180","0.0004384487852221548","32","0.0004384487852221548","0","0.0004384487852221548","0.0004384487852221548","123:0.0020842601208509726;143:0.0021853918797947736","123:68;143:68","123:0.0019338992158997315;143:0.0021329271214541035","0.0076904296875","0.00439453125","Yes"
"137","59.625023031543854","19.90685644131578","0.0059814453125","0.0012626628568157886","0.00927734375","0.002685546875","2180","0.00024618221989136993","32","0.00024618221989136993","0","0.00024618221989136993","0.00024618221989136993","147:0.002838536743464598;127:0.0014799653050353856","147:68;127:68","147:0.0023196515297511378;127:0.0013053696902786127","0.0059814453125","0.0048828125","Yes"
"138","310.08343112400576","87.01075422187739","0.007080078125","0.0009696020400750175","0.0087890625","0.00537109375","2180","0.000220703536531932","32","0.000220703536531932","0","0.000220703536531932","0.000220703536531932","151:0.0018224216555018935;131:0.023865378900944006","151:80;131:68","151:0.0024616842377231662;131:0.017432990929011405","0.007080078125","0.011474609375","Yes"
"139","95.18885482753582","20.906606543613794","0.006103515625","0.0021379225510485683","0.0107421875","0.00146484375","2180","0.0002855576781868346","32","0.0002855576781868346","0","0.0002855576781868346","0.0002855576781868346","155:0.0057111841217689086;135:0.001889362586022375","155:68;135:68","155:0.00753372709178482;135:0.006687678147702769","0.006103515625","0.005859375","Yes"
"140","337.08121715785177","601.216986128591","0.0052490234375","0.001267834770093148","0.0078125","0.002685546875","2180","0.0001721258918943503","32","0.0001721258918943503","0","0.0001721258918943503","0.0001721258918943503","141:0.0012521713400642787","141:68","141:0.001381533174530547","0.0052490234375","0.003662109375","Yes"
"141","37.09755036951785","50.25623565232609","0.006103515625","0.0027992783762148367","0.006103515625","0.006103515625","2180","0.00014124484490459188","32","0.00014124484490459188","0","0.00014124484490459188","0.00014124484490459188","140:0.0012521713400642787;142:0.0011488802150972366","140:68;142:68","140:0.001381533174530547;142:0.0014034245976392301","0.006103515625","0.005126953125","Yes"
"142","228.92216473473619","189.60925160462972","0.0125732421875","0.0027429403328218","0.017822265625","0.00732421875","2180","0.00018413444329437942","32","0.00018413444329437942","0","0.00018413444329437942","0.00018413444329437942","143:0.0014143719511949815;141:0.0011488802150972366","143:68;141:68","143:0.001147079627744102;141:0.0014034245976392301","0.0125732421875","0.00537109375","Yes"
"143","275.3333939042205","33.86110033483284","0.0111083984375","0.005980029450418077","0.009521484375","0.0126953125","2180","0.0002525224068800891","32","0.0002525224068800891","0","0.0002525224068800891","0.0002525224068800891","142:0.0014143719511949815;144:0.0016787986143941835;136:0.0021853918797947736","142:68;144:68;136:68","142:0.001147079627744102;144:0.0013095116256760242;136:0.0021329271214541035","0.0111083984375","0.014404296875","Yes"
"144","232.87769649382648","418.8235362123379","0.00390625","0.0018272815948978081","0.0068359375","0.0009765625","2180","0.00016511308466889005","32","0.00016511308466889005","0","0.00016511308466889005","0.00016511308466889005","145:0.027601071014144662;143:0.0016787986143941835","145:68;143:68","145:0.023611593360330307;143:0.0013095116256760242","0.00390625","0.0048828125","Yes"
"145","208.32362268826336","131.20116615771803","0.01171875","0.008812421022042232","0.012939453125","0.010498046875","2180","0.001243078791270663","32","0.001243078791270663","0","0.001243078791270663","0.001243078791270663","144:0.027601071014144662","144:68;146:68","144:0.023611593360330307","0.01171875","0.024658203125","Yes"
"146","","","0.50390625","","0.51123046875","0.49658203125","2180","","32","","0","","","","145:68;147:68","","0.50390625","0.50390625","Yes"
"147","303.7772737602339","84.99307462684855","0.0048828125","0.0006000079479105474","0.00927734375","0.00048828125","2180","0.0012134011379800194","32","0.0012134011379800194","0","0.0012134011379800194","0.0012134011379800194","148:0.0027356828627647656;137:0.002838536743464598","148:68;137:68;146:68","148:0.002305730143332657;137:0.0023196515297511378","0.0048828125","0.010498046875","Yes"
"148","226.29006550087837","187.9929023046241","0.00244140625","0.003562158577094614","0.004638671875","0.000244140625","2180","0.000539405581099083","32","0.000539405581099083","0","0.000539405581099083","0.000539405581099083","147:0.0027356828627647656;149:0.004107536362997044","147:68;149:68","147:0.002305730143332657;149:0.0018328493409291158","0.00244140625","0.002197265625","Yes"
"149","363.0251354166771","513.8384481379054","0.0040283203125","0.0013214403880989144","0.005859375","0.002197265625","2180","0.00017690982224077568","32","0.00017690982224077568","0","0.00017690982224077568","0.00017690982224077568","150:0.004787966825471668;148:0.004107536362997044","150:68;148:68","150:0.003140827012037606;148:0.0018328493409291158","0.0040283203125","0.00390625","Yes"
"150","328.5589242460599","390.67883567307484","0.005859375","0.0022351414733403664","0.007080078125","0.004638671875","2180","0.00027076450674006804","32","0.00027076450674006804","0","0.00027076450674006804","0.00027076450674006804","149:0.004787966825471668;151:0.002800179333606656","149:68;151:68","149:0.003140827012037606;151:0.0017671050191794546","0.005859375","0.007568359375","Yes"
"151","159.90336071322525","161.52496465268285","0.006591796875","0.0019885238858990935","0.008056640625","0.005126953125","2180","0.00013996910441676523","32","0.00013996910441676523","0","0.00013996910441676523","0.00013996910441676523","138:0.0018224216555018935;152:0.001336509302942962;150:0.002800179333606656","138:80;152:68;150:68","138:0.0024616842377231662;152:0.0008022075190811107;150:0.0017671050191794546","0.006591796875","0.004638671875","Yes"
"152","247.75590296469878","111.1208217690065","0.0115966796875","0.0029810984475768625","0.0068359375","0.005859375","2180","0.0001914614893153183","32","0.0001914614893153183","0","0.0001914614893153183","0.0001914614893153183","151:0.001336509302942962;153:0.000930883790289383","151:68;153:68","151:0.0008022075190811107;153:0.0013445047506103203","0.0115966796875","0.008056640625","Yes"
"153","335.7719798106315","246.90172245181245","0.0582275390625","","0.045654296875","0.07080078125","2180","0.00016970453641386115","32","0.00016970453641386115","0","0.00016970453641386115","0.00016970453641386115","152:0.000930883790289383;154:0.005703035414644092","152:68;154:68","152:0.0013445047506103203;154:0.007381349494463896","0.0582275390625","0.02978515625","Yes"
"154","250.08556791587165","116.54084562187825","0.0040283203125","0.0012148474548615022","0.0048828125","0.003173828125","2180","0.0002770251159397964","32","0.0002770251159397964","0","0.0002770251159397964","0.0002770251159397964","153:0.005703035414644092;155:0.0020504811977962167","153:68;155:68","153:0.007381349494463896;155:0.004541629904198957","0.0040283203125","0.009033203125","Yes"
"155","329.53749384439885","232.732938347036","0.0040283203125","0.0002","0.007080078125","0.0009765625","2180","0.00018176951378753487","32","0.00018176951378753487","0","0.00018176951378753487","0.00018176951378753487","139:0.0057111841217689086;154:0.0020504811977962167","139:68;154:68","139:0.00753372709178482;154:0.004541629904198957","0.0040283203125","0.00537109375","Yes"
