"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"81","344.6924544198154","313.225912327752","0.014892578125","0.02587890625","0.00390625","2280","0.0004245740669363981","32","0.0004245740669363981","0","0.0004245740669363981","0.0004245740669363981","80:0.0014392004840420025;76:0.002943295862654821","80:68;82:68;76:68","80:0.0012723860624572758;76:0.0019955520838441376","0.014892578125","0.013427734375","Yes"
"82","299.2769085053062","86.49375394201711","0.42236328125","0.17333984375","0.67138671875","2280","","32","","0","","","83:0.1255204778031331","81:68;83:68","","0.42236328125","0.5","Yes"
"83","289.9919228332973","184.52360013108097","0.0142822265625","0.0107421875","0.017822265625","2280","0.0002486136051197091","32","0.0002486136051197091","0","0.0002486136051197091","0.0002486136051197091","82:0.1255204778031331;84:0.0018532631390104637","96:68;82:68;84:68","84:0.00174262356468316","0.0142822265625","0.03515625","Yes"
"84","171.28537253501625","55.32303759593138","0.0181884765625","0.01953125","0.016845703125","2280","0.0006077105497670759","32","0.0006077105497670759","0","0.0006077105497670759","0.0006077105497670759","83:0.0018532631390104637;85:0.028287285187704764","83:68;85:68","83:0.00174262356468316;85:0.051773304151812","0.0181884765625","0.01123046875","Yes"
"85","231.38462252229994","139.46875361189066","0.0098876953125","0.010986328125","0.0087890625","2280","0.0004116811661703382","32","0.0004116811661703382","0","0.0004116811661703382","0.0004116811661703382","77:0.004864524015763538;86:0.007783688369231712;84:0.028287285187704764","77:68;86:68;84:68","77:0.005599904938058481;86:0.0047062019085377105;84:0.051773304151812","0.0098876953125","0.0078125","Yes"
"86","166.09132342227963","22.23909274724839","0.0098876953125","0.015869140625","0.00390625","2280","0.000299770431834916","32","0.000299770431834916","0","0.000299770431834916","0.000299770431834916","85:0.007783688369231712;87:0.004214710608454242","85:68;87:68","85:0.0047062019085377105;87:0.0023889369644609915","0.0098876953125","0.00341796875","Yes"
"87","149.63370154816442","80.73251695975135","0.007568359375","0.0126953125","0.00244140625","2280","0.00030519030602467055","32","0.00030519030602467055","0","0.00030519030602467055","0.00030519030602467055","86:0.004214710608454242;88:0.0018426473333555127;97:0.0015452274623586615","86:68;88:68;97:68","86:0.0023889369644609915;88:0.0018139916822029756;97:0.001745623572145527","0.007568359375","0.006103515625","Yes"
"88","227.00290131715485","14.61084119622816","0.0047607421875","0.00537109375","0.004150390625","2280","0.0003018316580130232","32","0.0003018316580130232","0","0.0003018316580130232","0.0003018316580130232","87:0.0018426473333555127;89:0.0019031353344600155","87:68;89:68","87:0.0018139916822029756;89:0.0019625241911531144","0.0047607421875","0.0048828125","Yes"
"89","319.2880727940639","177.7093117700843","0.0050048828125","0.003173828125","0.0068359375","2280","0.00026681829296616646","32","0.00026681829296616646","0","0.00026681829296616646","0.00026681829296616646","90:0.001162486664762541;88:0.0019031353344600155;78:0.0021647803836578328","90:68;88:68;78:68","90:0.0011355466550578286;88:0.0019625241911531144;78:0.002126261746602215","0.0050048828125","0.0107421875","Yes"
"90","227.49941975298063","208.52784833828554","0.003173828125","0.00537109375","0.0009765625","2280","0.00012774397529171158","32","0.00012774397529171158","0","0.00012774397529171158","0.00012774397529171158","89:0.001162486664762541;91:0.0017526310437933068","89:68;91:68","89:0.0011355466550578286;91:0.0020458444321402036","0.003173828125","0.00439453125","Yes"
"91","275.2713457815117","113.69660296381491","0.0037841796875","0.002685546875","0.0048828125","2280","0.00026928299576292","32","0.00026928299576292","0","0.00026928299576292","0.00026928299576292","98:0.0021364565481762354;90:0.0017526310437933068;92:0.0016362389780934239","98:68;90:68;92:68","98:0.0023754886760572747;90:0.0020458444321402036;92:0.0013580809829864537","0.0037841796875","0.00341796875","Yes"
"92","281.56080865031316","267.2579945478667","0.04052734375","0.042724609375","0.038330078125","2280","0.0006450743028867079","32","0.0006450743028867079","0","0.0006450743028867079","0.0006450743028867079","91:0.0016362389780934239;93:0.001171176082301717","91:68;93:68","91:0.0013580809829864537;93:0.0012760966455507283","0.04052734375","0.0615234375","Yes"
"93","411.59604936128454","139.24452345983835","0.0084228515625","0.01025390625","0.006591796875","2280","0.00028073035970936324","32","0.00028073035970936324","0","0.00028073035970936324","0.00028073035970936324","94:0.0011363813926398847;79:0.001406328327181211;92:0.001171176082301717","94:68;79:68;92:68","94:0.0009329692104791676;79:0.0009838591660738805;92:0.0012760966455507283","0.0084228515625","0.00439453125","Yes"
"94","173.66173783875618","121.21187837427163","0.0107421875","0.01220703125","0.00927734375","2280","0.00007480740725506102","32","0.00007480740725506102","0","0.00007480740725506102","0.00007480740725506102","93:0.0011363813926398847;95:0.0010869235636075114","93:68;95:68","93:0.0009329692104791676;95:0.0021322169851119566","0.0107421875","0.012451171875","Yes"
"95","344.22697995393224","439.8402786158441","0.0068359375","0.0087890625","0.00927734375","2280","0.0003138293186241835","32","0.0003138293186241835","0","0.0003138293186241835","0.0003138293186241835","99:0.0076362380722055645;94:0.0010869235636075114","99:68;94:68","99:0.01811020854572118;94:0.0021322169851119566","0.0068359375","0.00439453125","Yes"
"96","332.04881575383934","155.7506552036625","0.4925537109375","0.003173828125","0.98193359375","2280","","32","","0","","","","83:68;103:68","","0.4925537109375","0.281982421875","Yes"
"97","237.22535565063163","67.11875671178886","0.0048828125","0.00732421875","0.00244140625","2280","0.00013438962262733278","32","0.00013438962262733278","0","0.00013438962262733278","0.00013438962262733278","87:0.0015452274623586615;107:0.0011381240908455437","87:68;107:68","87:0.001745623572145527;107:0.0013568414523800476","0.0048828125","0.002197265625","Yes"
"98","213.9101227667941","58.224139121662006","0.00341796875","0.004638671875","0.002197265625","2280","0.0002761308837908774","32","0.0002761308837908774","0","0.0002761308837908774","0.0002761308837908774","91:0.0021364565481762354;111:0.0022806572411043224","91:68;111:68","91:0.0023754886760572747;111:0.0019193697290204315","0.00341796875","0.02392578125","Yes"
"99","66.529346215183","98.11622724490026","0.027587890625","0.029541015625","0.025634765625","2280","0.0001921585776460943","32","0.0001921585776460943","0","0.0001921585776460943","0.0001921585776460943","115:0.0077457032128259995;95:0.0076362380722055645","115:68;95:68","115:0.033704490395408626;95:0.01811020854572118","0.027587890625","0.02685546875","Yes"
"100","226.98870121610832","181.62520751206728","0.009521484375","0.013916015625","0.005126953125","2280","0.0003658921924540129","32","0.0003658921924540129","0","0.0003658921924540129","0.0003658921924540129","101:0.0014421222844414605","101:68","101:0.0015581770751466606","0.009521484375","0.015869140625","Yes"
"101","390.8451097829659","214.15731356212538","0.0089111328125","0.011474609375","0.00634765625","2280","0.00014185308119268533","32","0.00014185308119268533","0","0.00014185308119268533","0.00014185308119268533","100:0.0014421222844414605;116:0.0012084824846655406;102:0.0013540699104372667","100:68;116:68;102:68","100:0.0015581770751466606;116:0.0011373856304817687;102:0.0015385599101511438","0.0089111328125","0.02001953125","Yes"
"102","382.6695224467179","306.20908034692457","0.071533203125","0.135498046875","0.007568359375","2280","0.00018025692556753264","32","0.00018025692556753264","0","0.00018025692556753264","0.00018025692556753264","101:0.0013540699104372667;103:0.0015660398627793948","101:68;103:68","101:0.0015385599101511438;103:0.0013076842662702315","0.071533203125","0.029541015625","Yes"
"103","340.49681364898015","92.86519372841195","0.0072021484375","0.009033203125","0.00537109375","2280","0.00016675984545746735","32","0.00016675984545746735","0","0.00016675984545746735","0.00016675984545746735","104:0.0017945785974170236;102:0.0015660398627793948","104:68;96:68;102:68","104:0.001624319913988731;102:0.0013076842662702315","0.0072021484375","0.015625","Yes"
"104","274.99691455651845","325.5460323389256","0.006103515625","0.009521484375","0.002685546875","2280","0.00040988451993948183","32","0.00040988451993948183","0","0.00040988451993948183","0.00040988451993948183","103:0.0017945785974170236;105:0.0016799971398144264","103:68;105:68","103:0.001624319913988731;105:0.0017382529333484775","0.006103515625","0.0087890625","Yes"
"105","230.57794771811317","221.11230296695686","0.0059814453125","0.0078125","0.004150390625","2280","0.00019438588231400735","32","0.00019438588231400735","0","0.00019438588231400735","0.00019438588231400735","104:0.0016799971398144264;106:0.001578897352497638;117:0.0012486062225040284","104:68;106:68;117:68","104:0.0017382529333484775;106:0.0014223718706423694;117:0.0014893774640463153","0.0059814453125","0.003662109375","Yes"
"106","156.98792133617343","203.34748744143334","0.0079345703125","0.01025390625","0.005615234375","2280","0.0002663113389531596","32","0.0002663113389531596","0","0.0002663113389531596","0.0002663113389531596","107:0.001292095158794082;105:0.001578897352497638","107:68;105:68","107:0.0023624965589341407;105:0.0014223718706423694","0.0079345703125","0.0078125","Yes"
"107","311.4402664338765","270.5696216988063","0.0047607421875","0.005126953125","0.00439453125","2280","0.00023380222190354466","32","0.00023380222190354466","0","0.00023380222190354466","0.00023380222190354466","106:0.001292095158794082;108:0.0015477733781815717;97:0.0011381240908455437","106:68;108:68;97:68","106:0.0023624965589341407;108:0.0018034527732697647;97:0.0013568414523800476","0.0047607421875","0.005126953125","Yes"
"108","190.44961840113405","159.6270699700001","0.0079345703125","0.00830078125","0.007568359375","2280","0.0003808123947613399","32","0.0003808123947613399","0","0.0003808123947613399","0.0003808123947613399","107:0.0015477733781815717;109:0.0011047843968385873","107:68;109:68","107:0.0018034527732697647;109:0.001639673121530294","0.0079345703125","0.008056640625","Yes"
"109","329.4198731885145","272.32850286351675","0.005859375","0.007568359375","0.004150390625","2280","0.0002799485426285184","32","0.0002799485426285184","0","0.0002799485426285184","0.0002799485426285184","108:0.0011047843968385873;110:0.0027741301012144393;118:0.0025612344202244897","108:68;110:68;118:68","108:0.001639673121530294;110:0.0022841954303664813;118:0.0041103342395229225","0.005859375","0.003662109375","Yes"
"110","188.4907644419878","138.35279570621685","0.004150390625","0.00537109375","0.0029296875","2280","0.00024130802742769345","32","0.00024130802742769345","0","0.00024130802742769345","0.00024130802742769345","109:0.0027741301012144393;111:0.0035241006291516497","109:68;111:68","109:0.0022841954303664813;111:0.002092957674215745","0.004150390625","0.00244140625","Yes"
"111","388.707208803547","225.12171743380776","0.0260009765625","0.01513671875","0.036865234375","2280","0.00015801489793264384","32","0.00015801489793264384","0","0.00015801489793264384","0.00015801489793264384","112:0.19423349559525505;110:0.0035241006291516497;98:0.0022806572411043224","112:68;110:68;98:68","110:0.002092957674215745;98:0.0019193697290204315","0.0260009765625","0.03466796875","Yes"
"112","233.07874540482936","139.31997787015123","0.081787109375","0.10986328125","0.03125","2280","","32","","0","","","111:0.19423349559525505","111:68;113:68","","0.081787109375","0.092529296875","Yes"
"113","209.4630615094656","58.78507170127586","0.131103515625","0.141845703125","0.120361328125","2280","0.006991629206213357","32","0.006991629206213357","0","0.006991629206213357","0.006991629206213357","119:0.04486366349886689;114:0.025113054331219492","119:68;112:68;114:68","119:0.0527713796288449;114:0.03438938711064646","0.131103515625","0.1845703125","Yes"
"114","229.52793595647105","30.345468592672564","0.0157470703125","0.015625","0.015869140625","2280","0.00012531209703464752","32","0.00012531209703464752","0","0.00012531209703464752","0.00012531209703464752","115:0.005231380368810046;113:0.025113054331219492","115:68;113:68","115:0.0037879216912694025;113:0.03438938711064646","0.0157470703125","0.01171875","Yes"
"115","374.52896634627643","19.88766590909989","0.0128173828125","0.01513671875","0.010498046875","2280","0.00014923257793882474","32","0.00014923257793882474","0","0.00014923257793882474","0.00014923257793882474","99:0.0077457032128259995;114:0.005231380368810046","99:68;114:68","99:0.033704490395408626;114:0.0037879216912694025","0.0128173828125","0.0126953125","Yes"
"116","246.95146836168269","253.7338206627763","0.081787109375","0.152099609375","0.011474609375","2280","0.000260989215705529","32","0.000260989215705529","0","0.000260989215705529","0.000260989215705529","101:0.0012084824846655406;121:0.07716517947175713","101:68;121:68","101:0.0011373856304817687;121:0.051722187416399945","0.081787109375","0.044189453125","Yes"
"117","305.0123571016097","295.2881707415947","0.006591796875","0.003662109375","0.009521484375","2280","0.00016581004000851553","32","0.00016581004000851553","0","0.00016581004000851553","0.00016581004000851553","105:0.0012486062225040284;125:0.0018129849660317165","105:68;125:68","105:0.0014893774640463153;125:0.001344699114767589","0.006591796875","0.003173828125","Yes"
"118","328.156523154404","140.11198640292434","0.0057373046875","0.006103515625","0.00537109375","2280","0.0001730718754852391","32","0.0001730718754852391","0","0.0001730718754852391","0.0001730718754852391","109:0.0025612344202244897;129:0.0013686295965625872","109:68;129:68","109:0.0041103342395229225;129:0.0012549869388625567","0.0057373046875","0.0029296875","Yes"
"119","185.85624894755327","193.8942067920121","0.0289306640625","0.0244140625","0.033447265625","2280","0.0008397561630437415","32","0.0008397561630437415","0","0.0008397561630437415","0.0008397561630437415","113:0.04486366349886689;133:0.0805469681302268","113:68;133:68","113:0.0527713796288449;133:0.04070117224904751","0.0289306640625","0.0244140625","Yes"
"120","347.6932646005036","148.74408710422605","0.02783203125","0.017578125","0.0380859375","2280","0.00027827594342942695","32","0.00027827594342942695","0","0.00027827594342942695","0.00027827594342942695","","121:68","","0.02783203125","0.009521484375","Yes"
"121","9.169155156152772","23.441565664514567","0.1815185546875","0.319580078125","0.04345703125","2280","0.0006373314405609848","32","0.0006373314405609848","0","0.0006373314405609848","0.0006373314405609848","122:0.05218342102647097;116:0.07716517947175713","120:68;122:68;116:68","122:0.07948068487708615;116:0.051722187416399945","0.1815185546875","0.21875","Yes"
"122","343.73326978500245","297.6058145389917","0.015380859375","0.02734375","0.00341796875","2280","0.00018558238655767395","32","0.00018558238655767395","0","0.00018558238655767395","0.00018558238655767395","121:0.05218342102647097;123:0.0014044038620340538","121:68;123:68","121:0.07948068487708615;123:0.0012934485558079578","0.015380859375","0.00439453125","Yes"
"123","129.29268178727588","21.75336163004198","0.0146484375","0.006591796875","0.022705078125","2280","0.0005554028171279992","32","0.0005554028171279992","0","0.0005554028171279992","0.0005554028171279992","136:0.001345878139632578;124:0.0009606024863509366;122:0.0014044038620340538","136:68;124:68;122:68","136:0.0014141421357851125;124:0.0026020575011554137;122:0.0012934485558079578","0.0146484375","0.00830078125","Yes"
"124","260.49640743484224","128.42009219084431","0.0078125","0.008544921875","0.007080078125","2280","0.00017074590381097713","32","0.00017074590381097713","0","0.00017074590381097713","0.00017074590381097713","123:0.0009606024863509366;125:0.0011226579123720382","123:68;125:68","123:0.0026020575011554137;125:0.0011623304858989492","0.0078125","0.007568359375","Yes"
"125","242.30547495901223","295.6601675952917","0.1759033203125","0.32861328125","0.023193359375","2280","0.000248942422066633","32","0.000248942422066633","0","0.000248942422066633","0.000248942422066633","117:0.0018129849660317165;124:0.0011226579123720382;126:0.0011923441327788553","117:68;124:68;126:68","117:0.001344699114767589;124:0.0011623304858989492;126:0.0010801389368914893","0.1759033203125","0.093994140625","Yes"
"126","255.14299581151596","390.4409137269094","0.024658203125","0.044677734375","0.004638671875","2280","0.00022924469951352515","32","0.00022924469951352515","0","0.00022924469951352515","0.00022924469951352515","127:0.00124066188580238;125:0.0011923441327788553","127:68;125:68","127:0.0013866149926184679;125:0.0010801389368914893","0.024658203125","0.00439453125","Yes"
"127","249.24254872552518","240.5943210394176","0.0670166015625","0.052001953125","0.08203125","2280","0.0005264802133622061","32","0.0005264802133622061","0","0.0005264802133622061","0.0005264802133622061","126:0.00124066188580238;128:0.0020471330419008504;137:0.0014706866242319427","126:68;128:68;137:68","126:0.0013866149926184679;128:0.001376047531189556;137:0.0013505535446206585","0.0670166015625","0.13818359375","Yes"
"128","262.0328074976125","48.77242662704615","0.003662109375","0.006103515625","0.001220703125","2280","0.00020562839516557026","32","0.00020562839516557026","0","0.00020562839516557026","0.00020562839516557026","127:0.0020471330419008504;129:0.0014976396277308623","127:68;129:68","127:0.001376047531189556;129:0.0012228518967674074","0.003662109375","0.00634765625","Yes"
"129","277.405482465737","136.71678725333604","0.0074462890625","0.02685546875","0.001708984375","2280","0.0002945045306171184","32","0.0002945045306171184","0","0.0002945045306171184","0.0002945045306171184","130:0.018145893344087838;128:0.0014976396277308623;118:0.0013686295965625872","130:68;128:68;118:68","130:0.01977541583224829;128:0.0012228518967674074;118:0.0012549869388625567","0.0074462890625","0.007080078125","Yes"
"130","262.05402936813556","136.8253067188152","0.0198974609375","0.034912109375","0.0048828125","2280","0.006168007933270596","32","0.006168007933270596","0","0.006168007933270596","0.006168007933270596","129:0.018145893344087838","129:68;131:68","129:0.01977541583224829","0.0198974609375","0.02001953125","Yes"
"131","69.99930611118735","77.3921848416194","0.0859375","0.145263671875","0.026611328125","2280","0.019404960451493876","32","0.019404960451493876","0","0.019404960451493876","0.019404960451493876","138:0.040932539580317895;132:0.023796616303450258","138:68;130:68;132:68","138:0.009685991534562788","0.0859375","0.16259765625","Yes"
"132","310.64265786728254","164.9176174774851","0.004638671875","0.00634765625","0.0029296875","2280","0.00014474124347404265","32","0.00014474124347404265","0","0.00014474124347404265","0.00014474124347404265","133:0.0017417039982530746;131:0.023796616303450258","133:68;131:68","133:0.0028697048847410034","0.004638671875","0.0048828125","Yes"
"133","329.3821484174553","186.2681618606502","0.0059814453125","0.005126953125","0.0068359375","2280","0.00030899648798445256","32","0.00030899648798445256","0","0.00030899648798445256","0.00030899648798445256","132:0.0017417039982530746;134:0.0034622365084668594;119:0.0805469681302268","132:68;134:68;119:68","132:0.0028697048847410034;134:0.002402646809422121;119:0.04070117224904751","0.0059814453125","0.0048828125","Yes"
"134","324.9063423532279","231.78586345029908","0.003662109375","0.00634765625","0.0009765625","2280","0.00019837717107223148","32","0.00019837717107223148","0","0.00019837717107223148","0.00019837717107223148","133:0.0034622365084668594;135:0.0034601430261516075","133:68;135:68","133:0.002402646809422121;135:0.0022153888402758337","0.003662109375","0.00439453125","Yes"
"135","137.51169834592682","142.31884306561827","0.0098876953125","0.017822265625","0.001953125","2280","0.000543649432239706","32","0.000543649432239706","0","0.000543649432239706","0.000543649432239706","134:0.0034601430261516075;139:0.001863595236501786","134:68;139:68","134:0.0022153888402758337;139:0.0019150231315454014","0.0098876953125","0.00634765625","Yes"
"136","187.66870773721774","261.41128022692294","0.0076904296875","0.01220703125","0.003173828125","2280","0.0004886315279386474","32","0.0004886315279386474","0","0.0004886315279386474","0.0004886315279386474","123:0.001345878139632578;143:0.004952339361699726","123:68;143:68","123:0.0014141421357851125;143:0.0030693955686000307","0.0076904296875","0.00390625","Yes"
"137","278.73620495006315","15.129526692999688","0.007568359375","0.011962890625","0.003173828125","2280","0.0002975015534032766","32","0.0002975015534032766","0","0.0002975015534032766","0.0002975015534032766","147:0.0024876809143930256;127:0.0014706866242319427","147:68;127:68","147:0.0022060092974581502;127:0.0013505535446206585","0.007568359375","0.008544921875","Yes"
"138","362.48364460769545","131.2723348226676","0.0089111328125","0.0146484375","0.003173828125","2280","0.00010198360965640547","32","0.00010198360965640547","0","0.00010198360965640547","0.00010198360965640547","151:0.0015510352218494061;131:0.040932539580317895","151:80;131:68","151:0.0009056606767666453;131:0.009685991534562788","0.0089111328125","0.004638671875","Yes"
"139","208.56071991301457","18.248355580226264","0.005615234375","0.004150390625","0.007080078125","2280","0.0003412064193392821","32","0.0003412064193392821","0","0.0003412064193392821","0.0003412064193392821","155:0.0013869156656502735;135:0.001863595236501786","155:68;135:68","155:0.002664299273144599;135:0.0019150231315454014","0.005615234375","0.00341796875","Yes"
"140","348.4298898476853","477.99041463267207","0.0076904296875","0.00732421875","0.008056640625","2280","0.00014638032097812027","32","0.00014638032097812027","0","0.00014638032097812027","0.00014638032097812027","141:0.0013234301814312177","141:68","141:0.0011666174081805258","0.0076904296875","0.005126953125","Yes"
"141","378.4318153938911","208.36961028927877","0.005126953125","0.006103515625","0.004150390625","2280","0.00015273077049195212","32","0.00015273077049195212","0","0.00015273077049195212","0.00015273077049195212","140:0.0013234301814312177;142:0.001001927363880717","140:68;142:68","140:0.0011666174081805258;142:0.001099613181896747","0.005126953125","0.003662109375","Yes"
"142","321.2107437025915","199.47120970466483","0.0059814453125","0.009033203125","0.0029296875","2280","0.00020039483195483367","32","0.00020039483195483367","0","0.00020039483195483367","0.00020039483195483367","143:0.0012633159838289498;141:0.001001927363880717","143:68;141:68","143:0.0011625340063805;141:0.001099613181896747","0.0059814453125","0.003662109375","Yes"
"143","226.38231212282466","36.76628767281159","0.0084228515625","0.0068359375","0.010009765625","2280","0.00015086447153041217","32","0.00015086447153041217","0","0.00015086447153041217","0.00015086447153041217","142:0.0012633159838289498;144:0.0012134056117967529;136:0.004952339361699726","142:68;144:68;136:68","142:0.0011625340063805;144:0.0011602405350029377;136:0.0030693955686000307","0.0084228515625","0.014404296875","Yes"
"144","294.9966457875118","410.8120645653785","0.0084228515625","0.008544921875","0.00830078125","2280","0.00011512005644764251","32","0.00011512005644764251","0","0.00011512005644764251","0.00011512005644764251","145:0.007075194427281495;143:0.0012134056117967529","145:68;143:68","145:0.007781850407379831;143:0.0011602405350029377","0.0084228515625","0.0185546875","Yes"
"145","257.01886082142806","116.61827885097402","0.0225830078125","0.01513671875","0.030029296875","2280","0.0007852906395994958","32","0.0007852906395994958","0","0.0007852906395994958","0.0007852906395994958","144:0.007075194427281495","144:68;146:68","144:0.007781850407379831","0.0225830078125","0.028076171875","Yes"
"146","","","0.4990234375","0.4990234375","0.50244140625","2280","","32","","0","","","","145:68;147:68","","0.4990234375","0.5","Yes"
"147","439.99755948279017","95.38672981852605","0.0108642578125","0.010986328125","0.0107421875","2280","0.0010130433386396098","32","0.0010130433386396098","0","0.0010130433386396098","0.0010130433386396098","148:0.002705888533361789;137:0.0024876809143930256","148:68;137:68;146:68","148:0.0025837240398907113;137:0.0022060092974581502","0.0108642578125","0.011962890625","Yes"
"148","286.4786474061869","237.88658443088133","0.0062255859375","0.009521484375","0.0029296875","2280","0.0001313631875210518","32","0.0001313631875210518","0","0.0001313631875210518","0.0001313631875210518","147:0.002705888533361789;149:0.0033075229378768667","147:68;149:68","147:0.0025837240398907113;149:0.0029895122590852807","0.0062255859375","0.00634765625","Yes"
"149","424.7454846162531","370.0009958627937","0.0032958984375","0.004638671875","0.001953125","2280","0.0002320382020346436","32","0.0002320382020346436","0","0.0002320382020346436","0.0002320382020346436","150:0.002903234092494822;148:0.0033075229378768667","150:68;148:68","150:0.003120382298846952;148:0.0029895122590852807","0.0032958984375","0.003662109375","Yes"
"150","391.84574398272593","385.2003927109915","0.010009765625","0.009521484375","0.010498046875","2280","0.00024027598213485088","32","0.00024027598213485088","0","0.00024027598213485088","0.00024027598213485088","149:0.002903234092494822;151:0.0019173741279471246","149:68;151:68","149:0.003120382298846952;151:0.0011638034426384447","0.010009765625","0.00537109375","Yes"
"151","197.9546392584346","168.15463513818935","0.005126953125","0.00341796875","0.0068359375","2280","0.00019975306390780306","32","0.00019975306390780306","0","0.00019975306390780306","0.00019975306390780306","138:0.0015510352218494061;152:0.001442817768996324;150:0.0019173741279471246","138:80;152:68;150:68","138:0.0009056606767666453;152:0.001366891029645989;150:0.0011638034426384447","0.005126953125","0.005126953125","Yes"
"152","390.9906917319569","88.1996159908671","0.0072021484375","0.007080078125","0.00732421875","2280","0.00021387185723808293","32","0.00021387185723808293","0","0.00021387185723808293","0.00021387185723808293","151:0.001442817768996324;153:0.004222304875027338","151:68;153:68","151:0.001366891029645989;153:0.0026489657440655623","0.0072021484375","0.0078125","Yes"
"153","365.82433132066717","163.63603826271634","0.017822265625","0.0107421875","0.02490234375","2280","0.0001517142324426108","32","0.0001517142324426108","0","0.0001517142324426108","0.0001517142324426108","152:0.004222304875027338;154:0.0017359947614588311","152:68;154:68","152:0.0026489657440655623;154:0.002870270400055497","0.017822265625","0.01123046875","Yes"
"154","293.2160315520813","132.98533782052922","0.0067138671875","0.008056640625","0.00537109375","2280","0.00023901582776481497","32","0.00023901582776481497","0","0.00023901582776481497","0.00023901582776481497","153:0.0017359947614588311;155:0.0024800207002447783","153:68;155:68","153:0.002870270400055497;155:0.0020504762960680267","0.0067138671875","0.0078125","Yes"
"155","389.5027502438773","319.3804956692497","0.00830078125","0.0068359375","0.009765625","2280","0.00014365085128531104","32","0.00014365085128531104","0","0.00014365085128531104","0.00014365085128531104","139:0.0013869156656502735;154:0.0024800207002447783","139:68;154:68","139:0.002664299273144599;154:0.0020504762960680267","0.00830078125","0.010986328125","Yes"
